encode_1_cat,encode_2_cat,operation,probe_type,cue_position,run_num,probe_subtype,replace_cat,trial_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img
places,faces,suppress,2,left,6,uncued,NA,13,4,0,stimuli/images/places/covered_bridge.png,stimuli/images/faces/lebron.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/lebron.png
fruits,places,suppress,3,right,6,novel,NA,14,3,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/mount_everest.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/texas_beach.png
fruits,faces,suppress,1,right,6,uncued,NA,15,5,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/rand_paul.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/cut_cantaloupe.png
faces,fruits,maintain,1,right,6,uncued,NA,16,4,0,stimuli/images/faces/george_clooney.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/george_clooney.png
faces,fruits,suppress,0,left,6,lure,NA,17,5,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/brad_pitt.png
fruits,faces,maintain,3,right,6,novel,NA,18,4,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/blake_shelton.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/fresh_pear03.png
places,fruits,replace,2,right,6,uncued,faces,19,3,0,stimuli/images/places/unique_mountains.png,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/jj_watt.png,stimuli/images/places/unique_mountains.png
places,faces,suppress,1,left,6,uncued,NA,20,3,0,stimuli/images/places/piza.png,stimuli/images/faces/joe_biden.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/joe_biden.png
fruits,places,maintain,0,left,6,cued,NA,21,4,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/places/royal_albert_hall.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/fresh_fuji.png
faces,fruits,replace,3,left,6,novel,places,22,3,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/mia_hamm.png
fruits,places,replace,2,left,6,uncued,faces,23,5,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/mila_kunis.png,stimuli/images/places/danyang_bridge.png
fruits,places,replace,1,left,6,replacement,faces,24,5,0,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/flatiron_building.png,stimuli/images/faces/alex_rodriguez.png,stimuli/images/faces/alex_rodriguez.png
